Name,System,Year,Platform,Genre,Publisher,Global_Sales,Critic_Score
Fight Night 2004,PLAYSTATION,2004,PS2,Fighting,Electronic Arts,1.48,85
LEGO Star Wars III: The Clone Wars,XBOX,2011,X360,Action,LucasArts,1.48,75
Tom Clancy's Splinter Cell: Pandora Tomorrow,XBOX,2004,XB,Action,Ubisoft,1.48,93
Tom Clancy's Ghost Recon: Future Soldier,XBOX,2012,X360,Shooter,Ubisoft,1.47,79
Fight Night Round 3,XBOX,2006,X360,Fighting,Electronic Arts,1.47,86
Xenogears,PLAYSTATION,1998,PS,Role-Playing,SquareSoft,1.46,84
SoulCalibur IV,PLAYSTATION,2008,PS3,Fighting,Ubisoft,1.46,85
Battlefield: Bad Company,XBOX,2008,X360,Shooter,Electronic Arts,1.46,83
Homefront,XBOX,2011,X360,Shooter,THQ,1.45,70
Onimusha 3: Demon Siege,PLAYSTATION,2004,PS2,Action,Capcom,1.45,85
Red Dead Revolver,PLAYSTATION,2004,PS2,Shooter,Take-Two Interactive,1.45,73
Resident Evil: Outbreak,PLAYSTATION,2003,PS2,Action,Capcom,1.45,71
Mass Effect 2,PLAYSTATION,2011,PS3,Role-Playing,Electronic Arts,1.45,94
NBA 2K14,PLAYSTATION,2013,PS4,Sports,Take-Two Interactive,1.45,85
SingStar Pop,PLAYSTATION,2007,PS2,Misc,Sony Computer Entertainment,1.44,73
Disney Infinity,XBOX,2013,X360,Action,Disney Interactive Studios,1.44,74
Tiger Woods PGA Tour 2005,PLAYSTATION,2004,PS2,Sports,Electronic Arts,1.44,88
NCAA Football 2003,PLAYSTATION,2002,PS2,Sports,Electronic Arts,1.44,91
Star Wars: The Force Unleashed II,XBOX,2010,X360,Action,LucasArts,1.43,61
Frogger 2: Swampy's Revenge,PLAYSTATION,1999,PS,Action,Hasbro Interactive,1.43,77
WWE SmackDown vs Raw 2008,XBOX,2007,X360,Fighting,THQ,1.43,71
Kinect Joy Ride,XBOX,2010,X360,Racing,Microsoft Game Studios,1.43,52
Sonic Rivals,PLAYSTATION,2006,PSP,Racing,Sega,1.42,64
BioShock,PLAYSTATION,2008,PS3,Shooter,Take-Two Interactive,1.42,94
Mass Effect 3,PLAYSTATION,2012,PS3,Role-Playing,Electronic Arts,1.42,93
Cabela's Big Game Hunter,PLAYSTATION,2002,PS2,Sports,Activision,1.42,59
